rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect6b_rbd;nalu_mate6b_rbd;prom_lect6b_rbd;prom_mate6b_rbd;dif_lect6b_rbd;dif_mate6b_rbd;difgru_lect6b_rbd;difgru_mate6b_rbd;sigdif_lect6b_rbd;sigdif_mate6b_rbd;siggru_lect6b_rbd;siggru_mate6b_rbd;marca_lect6b_rbd;marca_mate6b_rbd;marcadif_lect6b_rbd;marcadif_mate6b_rbd;palu_eda_ins_lect6b_rbd;palu_eda_ele_lect6b_rbd;palu_eda_ade_lect6b_rbd;palu_eda_ins_mate6b_rbd;palu_eda_ele_mate6b_rbd;palu_eda_ade_mate6b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno;
2917;3;ESCUELA RAUCO;7;DEL MAULE;73;CURIC?;7305;RAUCO;71;Curico;2;1;1;1;24;25;254;236;14;11;23;14;1;0;;;;;;;29.2;29.2;41.7;40;44;16;0;preliminar20240422v1;20250422;6b;2024
4506;3;ESCUELA H?ROES DE CHILE;8;DEL BIOB?O;83;BIOB?O;8313;YUMBEL;82;Bio Bio;2;1;1;1;18;22;223;217;12;10;-8;-5;0;0;;;;;;;66.7;11.1;22.2;63.6;36.4;0;0;preliminar20240422v1;20250422;6b;2024
5834;3;ESC. BASICA ALTO MECO;9;DE LA ARAUCAN?A;91;CAUT?N;9108;LAUTARO;92;Cautin Norte;2;1;1;2;2;2;260;225;;;;;;;;;;;1;1;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
7423;3;ESCUELA RURAL ALEJANDRO VASQUEZ BALDEVELLANO;10;DE LOS LAGOS;103;OSORNO;10307;SAN PABLO;103;Osorno;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
11407;3;ESCUELA BASICA LOS OLIVOS;16;DE ?UBLE;162;ITATA;16206;R?NQUIL;161;Diguill?n;2;1;1;2;7;7;273;247;;;42;25;;;;;;;2;2;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
14324;3;COLEGIO WILLIAM JAMES;5;DE VALPARA?SO;51;VALPARA?SO;5109;VI?A DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;7;7;205;218;;;-75;-72;;;;;;;2;2;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
24403;1;COLEGIO SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;2;1;1;1;40;43;223;207;5;-4;-8;-15;0;0;;;;;;;50;42.5;7.5;74.4;25.6;0;0;preliminar20240422v1;20250422;6b;2024
2894;0;ESCUELA AMELIA VIAL DE CONCHA;7;DEL MAULE;73;CURIC?;7302;HUALA??;71;Curico;2;1;2;2;20;21;270;251;-1;-36;32;20;0;-1;;;;;;;5;55;40;14.3;81;4.8;0;preliminar20240422v1;20250422;6b;2024
5857;2;ESC. BASICA MALPICHAHUE;9;DE LA ARAUCAN?A;91;CAUT?N;9108;LAUTARO;92;Cautin Norte;2;1;1;2;0;1;;;;;;;;;;;1;1;2;2;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
7185;4;ESCUELA PARTICULAR LOS AVELLANOS;14;DE LOS R?OS;142;DEL RANCO;14201;LA UNI?N;142;Ranco;3;2;1;2;3;5;182;189;;;;;;;;;;;2;2;0;0;0;0;0;0;0;preliminar20240422v1;20250422;6b;2024
8513;8;ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;4;1;55;59;252;237;12;3;-9;-21;1;0;;;;;;;30.9;34.5;34.5;37.3;50.8;11.9;0;preliminar20240422v1;20250422;6b;2024
8728;9;COLEGIO GEORGE WASHINGTON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;2;1;75;75;264;286;1;15;26;55;0;1;;;;;;;30.7;29.3;40;16;30.7;53.3;0;preliminar20240422v1;20250422;6b;2024
20181;2;COLEGIO SAINT PATRICK SCHOOL;9;DE LA ARAUCAN?A;91;CAUT?N;9101;TEMUCO;92;Cautin Norte;3;2;4;1;57;56;289;272;-11;-12;28;14;0;-1;;;;;;;8.8;28.1;63.2;10.7;51.8;37.5;0;preliminar20240422v1;20250422;6b;2024
